text	label
Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009	positive
The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc.	neutral
Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker	positive
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people	neutral
The number of magazine and newspaper readers remained unchanged	neutral
In this way , the industry 's starting point has been the consumers ' needs	neutral
Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005	negative
While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae	neutral
3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday	neutral
The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products	neutral
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago	positive
The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008	neutral
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005	neutral
Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007	positive
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations	neutral
The value of the order is EUR 2.5 mn	neutral
Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term	neutral
Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging	neutral
The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur	negative
ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press	neutral
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report	neutral
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009	positive
The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden	neutral
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005	neutral
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages	neutral
The size of a cider bottle will remain unchanged	neutral
The idea of saving electricity in data transfer is still a new one	neutral
CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital	neutral
At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg	positive
Altogether Finnair has canceled over 500 flights because of the strike	negative
Net sales in 2007 are expected to be 10 % up on 2006	positive
In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions	negative
The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday	neutral
Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital	neutral
Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade	positive
Sponda plans to renovate old real estate and develop new property	neutral
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register	neutral
The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation	negative
J+rvi-Suomen Portti is also planning to reduce the use of sodium nitrite	neutral
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations	neutral
One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks	neutral
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008	negative
The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port	neutral
`` We 've been feeling quite positive about the region as a whole	positive
Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music	positive
Poyry is recognized as one of the world 's leading advisors to the global forestry industry	positive
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004	positive
Operating profit decreased to nearly EUR 1.7 mn , however	negative
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards	neutral
Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots	neutral
Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September	negative
The investment would be some EUR5m	neutral
At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45	neutral
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 %	positive
